Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
713,54,Male,Peacoat,Outerwear,42,Montana,XL,Olive,Fall,3.5,No,Standard,No,No,41,Venmo,Weekly
714,43,Female,Gloves,Accessories,90,Hawaii,XL,Blue,Spring,2.5,No,2-Day Shipping,Yes,Yes,10,PayPal,Bi-Weekly
715,63,Male,Peacoat,Outerwear,23,West Virginia,S,Teal,Winter,3.0,No,Standard,No,No,35,Credit Card,Fortnightly
716,67,Female,Dress,Clothing,26,Louisiana,M,Black,Spring,4.0,No,Free Shipping,No,No,39,PayPal,Every 3 Months
717,27,Male,Boots,Footwear,29,New York,S,Blue,Summer,3.0,Yes,Next Day Air,No,No,41,PayPal,Annually
718,61,Male,Flats,Footwear,40,Idaho,M,Red,Spring,3.0,No,Store Pickup,No,No,40,Venmo,Bi-Weekly
719,18,Male,Earrings,Accessories,35,Illinois,L,Lavender,Spring,4.0,Yes,Standard,Yes,Yes,8,Credit Card,Every 3 Months
720,38,Male,Coat,Clothing,36,Louisiana,M,Blue,Spring,3.5,No,Store Pickup,No,No,32,Debit Card,Bi-Weekly
721,43,Female,T-shirt,Clothing,55,Montana,M,Coral,Winter,3.0,No,2-Day Shipping,No,No,29,Debit Card,Bi-Weekly
722,65,Male,Sweater,Clothing,97,Missouri,M,Coral,Winter,3.5,No,Free Shipping,No,No,3,Venmo,Quarterly
723,55,Male,Earrings,Accessories,87,Minnesota,M,White,Fall,4.5,No,Standard,No,No,5,Credit Card,Fortnightly
724,41,Male,Boots,Footwear,21,Massachusetts,L,Pink,Fall,3.5,Yes,Standard,No,No,25,Cash,Bi-Weekly
725,31,Male,Dress,Clothing,97,Texas,M,Beige,Summer,3.5,No,Standard,No,No,32,Debit Card,Every 3 Months
726,35,Male,Jeans,Clothing,96,Massachusetts,L,Green,Spring,3.0,No,Express,Yes,Yes,30,Cash,Annually
727,43,Male,Jewelry,Accessories,25,Michigan,L,Turquoise,Summer,2.5,Yes,2-Day Shipping,No,No,21,Cash,Monthly
728,23,Male,Cardigan,Clothing,26,Montana,M,Teal,Summer,4.5,Yes,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months
729,32,Male,Sweater,Clothing,61,Vermont,S,Green,Fall,2.5,No,Store Pickup,Yes,Yes,35,PayPal,Fortnightly
730,21,Male,Boots,Footwear,26,Maryland,M,Pink,Summer,3.0,No,Standard,Yes,Yes,8,Credit Card,Quarterly
731,27,Female,Oxfords,Footwear,77,Texas,M,Olive,Fall,4.0,No,Store Pickup,No,No,47,Debit Card,Annually
732,23,Male,Sweater,Clothing,65,Oklahoma,S,Green,Fall,4.0,No,Next Day Air,No,No,1,Bank Transfer,Annually
733,47,Female,Sweater,Clothing,63,Indiana,S,Olive,Winter,4.5,No,Next Day Air,Yes,Yes,33,PayPal,Annually
734,32,Female,Skirt,Clothing,99,North Carolina,M,Yellow,Fall,2.5,No,2-Day Shipping,No,No,37,Bank Transfer,Every 3 Months
735,27,Male,Sweater,Clothing,50,Alaska,XL,Red,Winter,2.5,No,Next Day Air,No,No,8,Venmo,Every 3 Months
736,40,Male,Hoodie,Clothing,75,North Carolina,M,Teal,Winter,3.5,No,Next Day Air,Yes,Yes,28,Credit Card,Quarterly
737,30,Male,Jewelry,Accessories,97,New York,L,White,Spring,4.0,Yes,Standard,No,No,3,Venmo,Quarterly
738,33,Male,T-shirt,Clothing,99,Vermont,L,Yellow,Summer,3.0,Yes,2-Day Shipping,No,No,14,Credit Card,Weekly
739,31,Male,Cardigan,Clothing,56,Washington,M,Red,Summer,4.5,Yes,2-Day Shipping,No,No,21,Bank Transfer,Every 3 Months
740,28,Male,Sneakers,Footwear,21,Texas,L,Pink,Spring,3.0,No,Free Shipping,No,No,49,PayPal,Bi-Weekly
741,40,Female,Watch,Accessories,51,New Mexico,M,Gray,Winter,4.5,No,Standard,Yes,Yes,50,PayPal,Every 3 Months
742,37,Female,Skirt,Clothing,64,Ohio,M,Navy,Winter,3.5,No,Store Pickup,No,No,22,Venmo,Weekly
743,60,Female,Clogs,Footwear,81,Delaware,M,Olive,Spring,3.0,No,Standard,Yes,Yes,10,Cash,Monthly
744,19,Male,Handbag,Accessories,66,Indiana,S,Blue,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,29,Venmo,Annually
745,34,Female,Jacket,Clothing,70,Pennsylvania,M,Purple,Winter,3.0,No,2-Day Shipping,No,No,40,PayPal,Monthly
746,68,Male,Puffer Jacket,Outerwear,56,Delaware,XL,Navy,Fall,3.5,No,Store Pickup,Yes,Yes,43,Credit Card,Quarterly
747,49,Male,Sandals,Footwear,78,Arizona,M,Coral,Spring,2.5,No,Next Day Air,No,No,1,PayPal,Quarterly
748,26,Male,Pants,Clothing,84,Texas,XL,Lavender,Fall,5.0,No,Standard,Yes,Yes,13,Debit Card,Bi-Weekly
749,23,Male,Vest,Clothing,65,Kansas,S,Yellow,Summer,3.5,Yes,Store Pickup,Yes,Yes,39,Cash,Annually
750,54,Male,Clogs,Footwear,37,Utah,S,Purple,Fall,3.5,No,Store Pickup,No,No,37,Bank Transfer,Monthly
751,52,Male,Oxfords,Footwear,32,Florida,L,Pink,Winter,3.5,No,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
752,19,Female,Shirt,Clothing,37,South Carolina,XL,Green,Winter,3.0,No,Express,Yes,Yes,4,Debit Card,Annually
753,43,Male,Bracelet,Accessories,86,New Jersey,S,Turquoise,Spring,3.0,Yes,Free Shipping,No,No,7,Cash,Bi-Weekly
754,48,Female,Boots,Footwear,94,Utah,L,Maroon,Fall,4.0,No,Next Day Air,No,No,44,Bank Transfer,Weekly
755,27,Male,Vest,Clothing,20,New York,L,Blue,Spring,2.5,No,Free Shipping,No,No,16,Credit Card,Every 3 Months
756,48,Male,Handbag,Accessories,27,Delaware,M,Navy,Fall,4.5,Yes,Express,No,No,40,Bank Transfer,Monthly
757,60,Male,Leggings,Clothing,22,Idaho,M,Green,Fall,4.0,No,Standard,No,No,19,Cash,Fortnightly
758,24,Female,Socks,Accessories,55,Montana,M,White,Summer,3.5,No,Free Shipping,No,No,8,Venmo,Monthly
759,18,Male,Leggings,Clothing,99,New Hampshire,M,Brown,Fall,3.5,No,Store Pickup,No,No,11,Cash,Bi-Weekly
760,50,Male,Moccasins,Footwear,69,North Carolina,M,Black,Winter,4.0,No,Next Day Air,Yes,Yes,9,Cash,Weekly
761,66,Male,Parka,Outerwear,81,Missouri,XL,Indigo,Fall,4.0,Yes,2-Day Shipping,No,No,9,Bank Transfer,Quarterly
762,55,Female,Cardigan,Clothing,71,California,M,Red,Fall,2.5,No,2-Day Shipping,No,No,49,Credit Card,Weekly
763,69,Female,Boots,Footwear,42,Washington,XL,Beige,Spring,2.5,No,Free Shipping,Yes,Yes,5,Debit Card,Weekly
764,41,Male,Sneakers,Footwear,61,Connecticut,L,Yellow,Fall,5.0,No,Standard,No,No,32,Debit Card,Fortnightly
765,36,Male,Handbag,Accessories,87,Illinois,M,Gray,Spring,3.0,Yes,Free Shipping,No,No,27,Venmo,Bi-Weekly
766,22,Male,Earrings,Accessories,87,New York,M,Blue,Summer,4.0,No,Express,Yes,Yes,5,Debit Card,Monthly
767,58,Male,Sweater,Clothing,36,North Dakota,M,White,Summer,3.0,No,Store Pickup,No,No,19,Cash,Monthly
768,63,Male,Sneakers,Footwear,56,California,L,Green,Winter,3.5,No,2-Day Shipping,Yes,Yes,38,Debit Card,Quarterly
769,59,Male,Dress,Clothing,45,Michigan,S,Maroon,Fall,3.0,Yes,Store Pickup,Yes,Yes,43,PayPal,Annually
770,49,Male,Raincoat,Outerwear,64,California,XL,Indigo,Spring,4.5,No,Standard,No,No,3,PayPal,Every 3 Months
771,49,Male,Handbag,Accessories,81,Maryland,S,Green,Spring,5.0,No,Standard,No,No,25,Bank Transfer,Fortnightly
772,65,Male,Handbag,Accessories,68,Vermont,M,Beige,Fall,3.0,No,Express,Yes,Yes,24,Cash,Annually
773,39,Male,T-shirt,Clothing,31,Pennsylvania,M,Beige,Spring,5.0,No,2-Day Shipping,No,No,4,PayPal,Every 3 Months
774,26,Male,Jacket,Clothing,64,Rhode Island,L,Green,Winter,3.0,No,2-Day Shipping,No,No,5,PayPal,Quarterly
775,52,Male,Necklace,Accessories,65,Iowa,M,Orange,Winter,4.5,No,2-Day Shipping,No,No,18,Cash,Fortnightly
776,52,Male,Vest,Clothing,72,Virginia,XL,Navy,Winter,2.5,Yes,Express,No,No,48,Venmo,Annually
777,25,Male,Sneakers,Footwear,24,Kansas,L,Teal,Spring,2.5,Yes,Store Pickup,No,No,25,Cash,Weekly
778,23,Male,Oxfords,Footwear,83,Alaska,S,Yellow,Summer,2.5,No,Standard,Yes,Yes,35,PayPal,Fortnightly
779,37,Male,Earrings,Accessories,23,Rhode Island,S,Pink,Winter,4.5,No,Free Shipping,No,No,40,Debit Card,Weekly
780,45,Female,Raincoat,Outerwear,33,Oklahoma,M,Orange,Summer,3.5,No,Express,No,No,25,Debit Card,Fortnightly
781,33,Male,Shirt,Clothing,55,Colorado,XL,Lavender,Winter,3.5,No,Express,No,No,18,Bank Transfer,Quarterly
782,68,Male,Sandals,Footwear,35,Maryland,L,Pink,Winter,4.5,No,Free Shipping,No,No,30,PayPal,Quarterly
783,48,Male,Handbag,Accessories,27,Pennsylvania,XL,Purple,Winter,5.0,No,Store Pickup,Yes,Yes,18,Cash,Weekly
784,49,Male,Hat,Accessories,99,Tennessee,M,White,Spring,3.0,No,Next Day Air,Yes,Yes,3,Venmo,Fortnightly
785,32,Male,Gloves,Accessories,52,Alaska,L,Brown,Spring,4.0,No,Free Shipping,No,No,8,Venmo,Every 3 Months
786,33,Male,Necklace,Accessories,73,California,L,Orange,Fall,2.5,No,Store Pickup,No,No,27,Bank Transfer,Quarterly
787,48,Female,Blouse,Clothing,40,Mississippi,M,Black,Spring,3.0,No,Store Pickup,No,No,50,Bank Transfer,Bi-Weekly
788,68,Male,T-shirt,Clothing,68,Pennsylvania,M,Black,Summer,4.5,No,Free Shipping,Yes,Yes,15,Venmo,Bi-Weekly
789,54,Male,Jewelry,Accessories,35,North Dakota,S,Indigo,Summer,4.0,No,Store Pickup,No,No,37,Cash,Annually
790,39,Male,Slippers,Footwear,49,New Jersey,M,White,Fall,3.5,Yes,Next Day Air,No,No,23,Venmo,Bi-Weekly
791,22,Female,Backpack,Accessories,49,New Hampshire,S,Green,Fall,5.0,No,Next Day Air,Yes,Yes,43,Credit Card,Bi-Weekly
792,34,Female,Sweater,Clothing,30,Nebraska,M,Black,Summer,4.0,Yes,Standard,Yes,Yes,1,Credit Card,Every 3 Months
793,44,Male,Earrings,Accessories,80,West Virginia,M,Maroon,Summer,2.5,No,Free Shipping,No,No,34,Debit Card,Monthly
794,40,Male,Scarf,Accessories,57,Delaware,M,Pink,Spring,5.0,No,2-Day Shipping,Yes,Yes,29,Debit Card,Fortnightly
795,46,Female,Shirt,Clothing,81,Vermont,M,Red,Spring,3.0,No,Express,No,No,42,Debit Card,Monthly
796,38,Male,Backpack,Accessories,55,Wyoming,M,Orange,Summer,3.5,No,Express,Yes,Yes,28,Cash,Quarterly
797,42,Male,Jeans,Clothing,25,West Virginia,S,Blue,Summer,4.0,No,Express,No,No,23,Cash,Annually
798,25,Male,Scarf,Accessories,41,Maine,XL,Purple,Spring,5.0,No,Standard,No,No,36,Venmo,Weekly
799,28,Male,Moccasins,Footwear,88,Illinois,M,Gray,Winter,3.0,Yes,Express,No,No,29,Venmo,Annually
800,47,Male,Coat,Clothing,35,New Hampshire,S,Navy,Winter,2.5,No,Store Pickup,Yes,Yes,8,Cash,Weekly
801,23,Female,Sweater,Clothing,61,Hawaii,L,Purple,Summer,4.0,No,Free Shipping,Yes,Yes,21,PayPal,Monthly
802,24,Female,Slippers,Footwear,44,Oklahoma,L,Maroon,Spring,3.0,No,Standard,Yes,Yes,17,Debit Card,Annually
803,49,Female,Gloves,Accessories,36,Illinois,L,Turquoise,Fall,2.5,No,Express,Yes,Yes,46,Credit Card,Every 3 Months
804,44,Female,Socks,Accessories,94,Kansas,L,Navy,Fall,4.5,Yes,Store Pickup,Yes,Yes,32,Bank Transfer,Monthly
805,56,Male,Belt,Accessories,48,Delaware,XL,Orange,Summer,5.0,No,2-Day Shipping,No,No,12,Debit Card,Quarterly
806,60,Male,Tie,Accessories,36,Wyoming,S,Navy,Summer,4.0,No,Store Pickup,No,No,27,PayPal,Bi-Weekly
807,67,Male,Handbag,Accessories,70,New Hampshire,M,Purple,Spring,3.0,No,Store Pickup,Yes,Yes,3,Cash,Monthly
808,44,Male,Moccasins,Footwear,46,Wyoming,L,Indigo,Winter,3.0,No,2-Day Shipping,No,No,25,PayPal,Weekly
809,63,Male,Shirt,Clothing,90,California,L,Olive,Fall,3.5,No,Standard,Yes,Yes,26,Bank Transfer,Annually
810,36,Female,Slippers,Footwear,72,Indiana,L,Green,Spring,2.5,No,Express,No,No,26,Debit Card,Every 3 Months
811,28,Male,Leggings,Clothing,51,Arizona,M,White,Summer,4.0,No,2-Day Shipping,Yes,Yes,6,PayPal,Every 3 Months
812,50,Female,Handbag,Accessories,22,Alabama,S,Lavender,Fall,2.5,No,Next Day Air,No,No,39,Cash,Weekly
813,38,Male,Gloves,Accessories,55,New Jersey,M,Purple,Summer,3.5,No,Standard,Yes,Yes,36,Cash,Monthly
814,36,Female,Scarf,Accessories,68,Alaska,XL,Yellow,Winter,4.5,No,Next Day Air,No,No,2,Debit Card,Weekly
815,32,Male,Belt,Accessories,59,Michigan,M,Turquoise,Spring,4.0,No,Next Day Air,Yes,Yes,6,Credit Card,Monthly
816,57,Female,Necklace,Accessories,92,Wisconsin,M,Navy,Winter,3.5,Yes,Standard,No,No,45,Venmo,Bi-Weekly
817,44,Female,T-shirt,Clothing,91,New York,L,Pink,Fall,3.5,No,Express,No,No,48,Bank Transfer,Every 3 Months
818,24,Male,Jeans,Clothing,21,Hawaii,L,White,Fall,3.0,Yes,Free Shipping,No,No,28,Debit Card,Annually
819,58,Female,Tie,Accessories,90,Nebraska,M,Orange,Spring,3.5,No,2-Day Shipping,No,No,21,Venmo,Quarterly
820,54,Male,Hoodie,Clothing,46,South Carolina,XL,Brown,Winter,3.5,No,Store Pickup,Yes,Yes,47,Credit Card,Annually
821,51,Female,Wallet,Accessories,73,Idaho,M,Turquoise,Spring,3.5,No,2-Day Shipping,No,No,30,Cash,Every 3 Months
822,21,Male,Belt,Accessories,64,South Dakota,L,Green,Winter,4.0,Yes,Store Pickup,No,No,28,Venmo,Fortnightly
823,37,Male,Loafers,Footwear,91,Ohio,L,Blue,Spring,4.0,No,Standard,No,No,17,Venmo,Every 3 Months
824,26,Female,Bracelet,Accessories,69,Michigan,L,Coral,Winter,5.0,Yes,Express,Yes,Yes,31,Credit Card,Annually
825,18,Female,Parka,Outerwear,98,Georgia,M,Navy,Spring,3.5,Yes,Free Shipping,No,No,29,Debit Card,Fortnightly
826,48,Male,Belt,Accessories,50,Oklahoma,M,Yellow,Summer,3.5,Yes,Store Pickup,No,No,39,Credit Card,Annually
827,58,Female,Necklace,Accessories,75,Oklahoma,M,Purple,Spring,4.0,No,Store Pickup,No,No,24,Debit Card,Weekly
828,60,Male,Cardigan,Clothing,91,Illinois,M,Red,Spring,3.0,No,Standard,No,No,20,Cash,Every 3 Months
829,41,Female,Sunglasses,Accessories,97,Louisiana,M,Purple,Summer,3.5,Yes,2-Day Shipping,No,No,41,PayPal,Bi-Weekly
830,70,Male,Watch,Accessories,97,South Dakota,L,Red,Summer,4.5,No,Express,Yes,Yes,3,Cash,Every 3 Months
831,57,Female,Coat,Clothing,42,Florida,M,White,Spring,3.5,No,Store Pickup,No,No,35,Cash,Weekly
832,30,Male,Wallet,Accessories,60,Virginia,M,Coral,Winter,4.0,Yes,Next Day Air,No,No,43,Bank Transfer,Every 3 Months
833,22,Male,Hat,Accessories,54,Colorado,M,Maroon,Winter,4.0,No,Next Day Air,No,No,48,PayPal,Quarterly
834,35,Male,Skirt,Clothing,92,Vermont,M,Teal,Spring,3.0,No,2-Day Shipping,No,No,21,Venmo,Fortnightly
835,19,Female,Heels,Footwear,67,New Jersey,M,Green,Winter,4.5,No,Standard,Yes,Yes,48,Credit Card,Quarterly
836,21,Male,Dress,Clothing,37,Oregon,M,Green,Fall,3.0,No,Store Pickup,No,No,29,Cash,Every 3 Months
837,49,Male,Shirt,Clothing,86,New Hampshire,S,Red,Spring,5.0,No,Standard,No,No,14,Bank Transfer,Monthly
838,40,Male,Gloves,Accessories,46,Michigan,L,Olive,Winter,2.5,Yes,Store Pickup,No,No,17,PayPal,Every 3 Months
839,51,Male,Jeans,Clothing,79,Pennsylvania,M,Coral,Summer,4.0,Yes,Store Pickup,Yes,Yes,41,Cash,Weekly
840,18,Male,Wallet,Accessories,32,Idaho,XL,Orange,Fall,3.5,No,Free Shipping,No,No,40,Debit Card,Bi-Weekly
841,54,Female,Watch,Accessories,51,Kentucky,S,Indigo,Winter,3.5,No,Free Shipping,Yes,Yes,15,Venmo,Every 3 Months
842,44,Male,Cardigan,Clothing,71,Pennsylvania,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,13,Venmo,Weekly
843,26,Male,Blouse,Clothing,31,Maryland,S,Black,Winter,3.5,No,Free Shipping,Yes,Yes,13,Credit Card,Quarterly
844,37,Male,T-shirt,Clothing,75,Colorado,S,Black,Winter,2.5,No,Free Shipping,No,No,44,Debit Card,Fortnightly
845,31,Female,Necklace,Accessories,79,Virginia,M,White,Summer,3.0,Yes,Standard,No,No,21,Cash,Weekly
846,61,Female,Shorts,Clothing,88,California,M,Coral,Spring,3.0,No,Standard,No,No,22,Venmo,Weekly
847,18,Male,Earrings,Accessories,29,Tennessee,M,Navy,Fall,2.5,No,Free Shipping,No,No,42,Credit Card,Monthly
848,27,Male,Pants,Clothing,81,Arizona,M,Beige,Fall,3.0,No,Free Shipping,No,No,6,Cash,Fortnightly
849,64,Male,Sandals,Footwear,40,Massachusetts,M,Olive,Summer,4.0,No,2-Day Shipping,Yes,Yes,26,Debit Card,Weekly
850,21,Male,Leggings,Clothing,34,Rhode Island,S,Teal,Winter,4.5,No,Express,Yes,Yes,8,Credit Card,Monthly
851,52,Female,Boots,Footwear,39,Alabama,M,Coral,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
852,36,Male,Flats,Footwear,66,Arkansas,S,Brown,Winter,3.5,No,Free Shipping,No,No,12,Cash,Quarterly
853,44,Male,Leggings,Clothing,24,Rhode Island,M,Maroon,Summer,3.0,No,Free Shipping,No,No,10,Bank Transfer,Monthly
854,45,Female,Skirt,Clothing,99,Kansas,XL,Olive,Summer,2.5,No,Free Shipping,No,No,47,Bank Transfer,Weekly
855,24,Male,Parka,Outerwear,63,South Dakota,S,Beige,Summer,2.5,Yes,Store Pickup,Yes,Yes,48,PayPal,Weekly
856,45,Female,Clogs,Footwear,53,Maryland,L,Lavender,Fall,4.0,No,Express,No,No,49,Debit Card,Quarterly
857,65,Female,Hoodie,Clothing,25,Rhode Island,M,Red,Winter,3.0,No,Free Shipping,Yes,Yes,43,Credit Card,Quarterly
858,35,Male,Slippers,Footwear,32,Iowa,M,Pink,Fall,2.5,No,2-Day Shipping,Yes,Yes,30,Venmo,Monthly
859,58,Male,Watch,Accessories,91,Alabama,M,Pink,Winter,4.5,No,2-Day Shipping,No,No,35,Bank Transfer,Annually
860,61,Male,Leggings,Clothing,93,Colorado,L,Lavender,Winter,2.5,Yes,Express,No,No,19,Cash,Monthly
861,61,Male,Cardigan,Clothing,41,South Carolina,M,Beige,Summer,5.0,No,Store Pickup,No,No,32,Credit Card,Monthly
862,52,Male,Necklace,Accessories,35,Connecticut,M,Blue,Spring,4.0,No,Standard,Yes,Yes,48,Debit Card,Bi-Weekly
863,44,Male,Vest,Clothing,96,Louisiana,M,Brown,Spring,4.0,No,2-Day Shipping,Yes,Yes,21,Venmo,Bi-Weekly
864,52,Male,Flats,Footwear,79,Maine,S,Teal,Fall,5.0,No,Store Pickup,No,No,22,Debit Card,Fortnightly
865,29,Female,Cardigan,Clothing,73,Nebraska,M,Gray,Fall,3.0,No,Free Shipping,Yes,Yes,47,Debit Card,Every 3 Months
866,38,Male,Leggings,Clothing,80,Utah,M,Brown,Spring,4.5,Yes,2-Day Shipping,No,No,33,Credit Card,Weekly
867,28,Male,Scarf,Accessories,42,New Mexico,XL,Blue,Winter,3.0,No,Free Shipping,No,No,30,Debit Card,Annually
868,61,Male,Trench Coat,Outerwear,79,North Carolina,L,Indigo,Winter,4.5,Yes,Standard,No,No,5,PayPal,Fortnightly
869,20,Female,Hoodie,Clothing,80,Missouri,M,Beige,Winter,4.5,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly
870,19,Male,Sandals,Footwear,57,Montana,S,Maroon,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Every 3 Months
871,27,Female,Backpack,Accessories,34,Washington,M,Beige,Winter,3.0,No,Next Day Air,No,No,7,Cash,Fortnightly
872,62,Male,Flats,Footwear,51,Wisconsin,M,Orange,Summer,3.5,No,Store Pickup,No,No,39,PayPal,Weekly
873,26,Male,T-shirt,Clothing,67,Oregon,M,Orange,Winter,5.0,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly
874,36,Male,Sneakers,Footwear,38,Rhode Island,M,Yellow,Winter,4.0,No,Standard,Yes,Yes,10,Venmo,Every 3 Months
875,34,Male,Necklace,Accessories,86,Montana,L,Red,Winter,4.0,No,Express,No,No,24,Debit Card,Weekly
876,49,Male,Flats,Footwear,42,New Mexico,XL,Gray,Spring,3.5,No,Standard,No,No,39,Bank Transfer,Weekly
877,25,Male,Skirt,Clothing,92,South Dakota,XL,Olive,Fall,4.5,No,Free Shipping,No,No,7,Cash,Bi-Weekly
878,22,Male,Parka,Outerwear,27,New Hampshire,L,Green,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,16,Credit Card,Fortnightly
879,63,Male,Cardigan,Clothing,54,Oklahoma,M,Blue,Spring,5.0,No,Store Pickup,No,No,15,Credit Card,Bi-Weekly
880,66,Male,Jewelry,Accessories,26,Massachusetts,S,Turquoise,Fall,3.5,No,Next Day Air,No,No,35,Venmo,Annually
881,56,Male,Backpack,Accessories,75,Delaware,L,Teal,Fall,4.0,No,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly
882,35,Male,Hoodie,Clothing,81,North Carolina,M,Orange,Winter,4.5,No,Store Pickup,Yes,Yes,33,Cash,Fortnightly
883,46,Male,Hat,Accessories,82,Alabama,M,Olive,Summer,3.5,No,Next Day Air,Yes,Yes,7,Debit Card,Quarterly
884,58,Female,Heels,Footwear,33,Wisconsin,M,Orange,Winter,3.5,No,Free Shipping,Yes,Yes,40,Credit Card,Bi-Weekly
885,61,Male,Shirt,Clothing,70,Hawaii,S,Indigo,Fall,3.5,No,Next Day Air,Yes,Yes,27,Bank Transfer,Quarterly
886,32,Female,Necklace,Accessories,58,Mississippi,M,Pink,Winter,4.5,No,Store Pickup,No,No,26,Debit Card,Every 3 Months
887,66,Female,Shorts,Clothing,65,Tennessee,S,Teal,Winter,2.5,No,Standard,Yes,Yes,17,Cash,Weekly
888,41,Male,Shorts,Clothing,61,Oklahoma,L,Blue,Fall,4.0,No,Store Pickup,No,No,16,Credit Card,Quarterly
889,64,Male,Watch,Accessories,25,Wyoming,L,Navy,Fall,3.0,No,Next Day Air,No,No,4,Bank Transfer,Quarterly
890,35,Male,Dress,Clothing,34,New Mexico,M,Turquoise,Winter,5.0,Yes,Standard,Yes,Yes,38,Cash,Bi-Weekly
891,30,Male,Jacket,Clothing,93,Ohio,S,Purple,Winter,4.0,No,Free Shipping,Yes,Yes,45,Bank Transfer,Fortnightly
892,38,Female,Shirt,Clothing,77,West Virginia,S,Red,Winter,3.5,No,Store Pickup,No,No,46,Cash,Quarterly
893,56,Female,Sweater,Clothing,72,Nevada,M,Navy,Spring,4.5,No,Express,No,No,37,Debit Card,Every 3 Months
894,50,Female,Hoodie,Clothing,82,Maine,L,Turquoise,Spring,4.0,Yes,Free Shipping,No,No,33,PayPal,Bi-Weekly
895,47,Male,Parka,Outerwear,75,Louisiana,L,Black,Winter,2.5,No,Store Pickup,No,No,50,Bank Transfer,Fortnightly
896,70,Female,Oxfords,Footwear,93,Maine,M,Yellow,Spring,2.5,No,Standard,No,No,15,Venmo,Fortnightly
897,67,Male,Socks,Accessories,45,Wyoming,S,Brown,Fall,3.0,No,Store Pickup,No,No,2,Venmo,Bi-Weekly
898,20,Female,Belt,Accessories,61,Massachusetts,XL,Blue,Fall,3.5,No,Store Pickup,No,No,14,Cash,Every 3 Months
899,26,Female,Parka,Outerwear,68,Alaska,M,Blue,Summer,2.5,No,Standard,No,No,25,Venmo,Weekly
900,25,Male,Vest,Clothing,94,Washington,L,Red,Fall,3.0,No,Express,No,No,21,Debit Card,Annually
901,31,Female,Slippers,Footwear,81,Kentucky,L,Teal,Spring,2.5,Yes,Next Day Air,Yes,Yes,7,Cash,Quarterly
902,37,Female,Pants,Clothing,58,Iowa,XL,Turquoise,Summer,4.5,No,Store Pickup,Yes,Yes,21,PayPal,Annually
903,33,Male,Hoodie,Clothing,39,Florida,L,Maroon,Spring,4.0,No,2-Day Shipping,Yes,Yes,24,Venmo,Monthly
904,70,Male,Vest,Clothing,86,Georgia,S,Red,Winter,4.5,No,Standard,No,No,14,Cash,Monthly
905,58,Male,Clogs,Footwear,61,Alaska,S,Pink,Spring,4.5,No,Standard,Yes,Yes,3,Venmo,Monthly
906,66,Male,Hat,Accessories,32,Alabama,M,Green,Spring,3.5,No,Next Day Air,No,No,27,Venmo,Monthly
907,26,Female,Sandals,Footwear,59,New Mexico,L,Purple,Fall,3.5,No,Express,Yes,Yes,7,Debit Card,Monthly
908,65,Female,Hat,Accessories,48,North Carolina,M,Black,Fall,4.0,Yes,2-Day Shipping,No,No,40,PayPal,Annually
909,32,Male,Gloves,Accessories,62,Virginia,XL,Coral,Winter,4.5,No,Next Day Air,No,No,10,Venmo,Fortnightly
910,20,Female,Sandals,Footwear,45,Idaho,M,Maroon,Fall,3.0,No,Express,No,No,23,Credit Card,Fortnightly
911,70,Female,T-shirt,Clothing,78,South Carolina,M,Teal,Spring,4.5,No,Express,Yes,Yes,22,Credit Card,Quarterly
912,39,Female,Jewelry,Accessories,78,Texas,M,Pink,Winter,2.5,No,2-Day Shipping,No,No,35,Credit Card,Every 3 Months
913,32,Female,Boots,Footwear,90,Virginia,M,Brown,Winter,3.5,No,Free Shipping,Yes,Yes,33,Credit Card,Monthly
914,70,Female,Windbreaker,Outerwear,38,Utah,M,Gray,Fall,4.5,No,Express,Yes,Yes,37,Venmo,Bi-Weekly
915,21,Female,T-shirt,Clothing,87,Hawaii,M,White,Fall,4.0,Yes,Standard,Yes,Yes,49,Bank Transfer,Annually
916,52,Female,Necklace,Accessories,45,Louisiana,M,Yellow,Winter,3.5,No,Next Day Air,Yes,Yes,30,Cash,Annually
917,64,Female,Dress,Clothing,91,Texas,M,Indigo,Spring,2.5,No,Standard,No,No,11,Credit Card,Monthly
918,68,Male,Cardigan,Clothing,44,Kansas,S,Turquoise,Fall,5.0,No,Next Day Air,No,No,48,Venmo,Fortnightly
919,27,Male,Dress,Clothing,61,Alabama,L,Olive,Winter,4.0,Yes,Express,No,No,43,Debit Card,Quarterly
920,70,Male,Watch,Accessories,39,California,S,Pink,Winter,5.0,No,Store Pickup,No,No,30,Debit Card,Bi-Weekly
